"","coexpression_counts"
"YIPF6",101
"STARD8",4
"EFNB1",45
"PJA1",21
"LINC00269",0
"FAM155B",0
"AL158069.1",0
"EDA",0
"AWAT2",1
"OTUD6A",0
"IGBP1",180
"IGBP1-AS2",0
"IGBP1-AS1",0
"DGAT2L6",0
"AWAT1",0
"P2RY4",0
"ARR3",0
"RAB41",0
"PDZD11",141
"KIF4A",0
"GDPD2",0
"AL139398.1",2
"DLG3",33
"DLG3-AS1",0
"TEX11",0
"SLC7A3",0
"SNX12",105
"FOXO4",9
"CXorf65",0
"AL590764.2",0
"IL2RG",0
"MED12",47
"NLGN3",0
"AL590764.1",0
"GJB1",0
"ZMYM3",40
"NONO",197
"ITGB1BP2",5
"TAF1",44
"OGT",94
"GCNA",1
"CXCR3",1
"BX276092.9",0
"LINC00891",0
"CXorf49",0
"CXorf49B",0
"NHSL2",8
"RTL5",15
"PIN4",141
"ERCC6L",0
"RPS4X",217
"CITED1",1
"HDAC8",59
"PHKA1",23
"PHKA1-AS1",0
"DMRTC1B",0
"FAM236B",0
"FAM236D",0
"DMRTC1",0
"FAM236C",0
"FAM236A",0
"PABPC1L2B-AS1",0
"PABPC1L2B",0
"PABPC1L2A",0
"AL662864.1",0
"NAP1L2",1
"CDX4",0
"CHIC1",15
"TSIX",0
"XIST",0
"JPX",90
"FTX",64
"AL353804.1",0
"ZCCHC13",0
"SLC16A2",37
"RLIM",87
"NEXMIF",0
"ABCB7",29
"UPRT",28
"ZDHHC15",0
"MAGEE2",0
"AL451105.2",0
"PBDC1",50
"MAGEE1",7
"AC233296.1",0
"FGF16",1
"ATRX",161
"MAGT1",150
"COX7B",189
"ATP7A",40
"PGK1",186
"PGAM4",0
"TAF9B",25
"CYSLTR1",0
"RTL3",0
"LPAR4",1
"P2RY10",0
"GPR174",0
"ITM2A",0
"TBX22",0
"TENT5D",0
"BRWD3",19
"AL391294.1",0
"HMGN5",18
"SH3BGRL",181
"POU3F4",0
"CYLC1",0
"RPS6KA6",6
"HDX",11
"APOOL",43
"SATL1",0
"AC003001.1",0
"ZNF711",3
"POF1B",0
"CHM",53
"DACH2",0
"KLHL4",1
"Z83818.2",0
"CPXCR1",0
"AL121872.1",0
"TGIF2LX",0
"AL121823.1",0
"PABPC5-AS1",0
"PABPC5",0
"PCDH11X",0
"NAP1L3",14
"FAM133A",11
"DIAPH2",45
"RPA4",13
"DIAPH2-AS1",0
"AL157778.1",0
"PCDH19",0
"TNMD",0
"TSPAN6",57
"SRPX2",25
"SYTL4",18
"CSTF2",5
"NOX1",0
"XKRX",0
"ARL13A",0
"TRMT2B",23
"TMEM35A",32
"CENPI",3
"DRP2",25
"TAF7L",1
"TIMM8A",59
"BTK",0
"RPL36A",217
"RPL36A-HNRNPH2",0
"GLA",40
"HNRNPH2",115
"ARMCX4",12
"ARMCX1",96
"ARMCX6",120
"ARMCX3",121
"ARMCX3-AS1",0
"ARMCX2",36
"NXF5",0
"ZMAT1",1
"TCEAL2",0
"TCEAL6",0
"BEX5",0
"TCP11X1",0
"NXF2",0
"AC235565.2",0
"NXF2B",0
"TCP11X2",0
"TMSB15A",5
"ARMCX5",17
"AL035427.1",0
"GPRASP1",6
"GPRASP2",28
"BHLHB9",7
"LINC00630",5
"Z68871.1",5
"RAB40AL",0
"Z95624.1",0
"BEX1",3
"NXF3",0
"BEX4",32
"TCEAL8",189
"TCEAL5",0
"BEX2",2
"TCEAL7",28
"TCEAL9",212
"BEX3",211
"AL606763.1",0
"Z69733.1",0
"RAB40A",0
"TCEAL4",190
"TCEAL3",195
"TCEAL3-AS1",0
"TCEAL1",96
"MORF4L2",204
"MORF4L2-AS1",0
"GLRA4",0
"TMEM31",0
"PLP1",0
"RAB9B",2
"TMSB15B-AS1",4
"H2BFWT",10
"H2BFM",0
"SLC25A53",24
"ZCCHC18",2
"FAM199X",61
"ESX1",0
"IL1RAPL2",0
"TEX13A",0
"NRK",0
"SERPINA7",0
"MUM1L1",0
"CXorf57",9
"RNF128",41
"TBC1D8B",31
"MORC4",65
"RIPPLY1",0
"CLDN2",0
"RBM41",16
"NUP62CL",0
"PIH1D3",0
"FRMPD3-AS1",0
"FRMPD3",0
"PRPS1",53
"TSC22D3",67
"NCBP2L",0
"MID2",0
"AL034399.2",0
"TEX13B",0
"VSIG1",0
"PSMD10",98
"ATG4A",28
"COL4A6",23
"COL4A5",71
"AL035425.2",0
"IRS4",0
"AL035425.1",0
"GUCY2F",0
"NXT2",24
"KCNE5",1
"ACSL4",128
"TMEM164",30
"AMMECR1",74
"RTL9",0
"CHRDL1",0
"PAK3",36
"CAPN6",0
"DCX",0
"SERTM2",0
"ALG13",74
"ALG13-AS1",0
"TRPC5",0
"TRPC5OS",0
"RTL4",0
"LHFPL1",0
"AMOT",15
"XACT",0
"HTR2C",0
"IL13RA2",7
"LRCH2",21
"RBMXL3",0
"LUZP4",0
"PLS3-AS1",4
"PLS3",201
"DANT1",0
"DANT2",3
"AGTR2",0
"SLC6A14",0
"CT83",0
"BX119904.2",0
"KLHL13",4
"WDR44",37
"DOCK11",30
"IL13RA1",139
"ZCCHC12",0
"LINC01285",0
"LONRF3",0
"AL772284.2",0
"KIAA1210",0
"PGRMC1",151
"AC004835.1",0
"AC004973.1",0
"SLC25A43",50
"SLC25A5",209
"CXorf56",18
"UBE2A",144
"NKRF",16
"SEPT6",22
"SOWAHD",0
"RPL39",216
"UPF3B",36
"RNF113A",40
"NDUFA1",213
"AKAP14",0
"NKAP",101
"RHOXF1-AS1",0
"RHOXF2B",0
"RHOXF1",0
"LINC01402",0
"RHOXF2",0
"ZBTB33",22
"TMEM255A",0
"ATP1B4",0
"LAMP2",198
"CUL4B",119
"MCTS1",96
"C1GALT1C1",41
"CT47B1",0
"AC008162.2",0
"CT47A12",0
"CT47A11",0
"CT47A10",0
"CT47A9",0
"CT47A8",0
"CT47A7",0
"CT47A6",0
"CT47A5",0
"CT47A4",0
"CT47A3",0
"CT47A2",0
"CT47A1",0
"GLUD2",0
"AL359851.1",0
"GRIA3",16
"THOC2",80
"XIAP",104
"XIAP-AS1",0
"AL121601.1",1
"STAG2",108
"SH2D1A",0
"TEX13D",0
"TENM1",0
"TEX13C",0
"AL445072.1",0
"DCAF12L2",0
"DCAF12L1",0
"PRR32",0
"AL591643.1",0
"ACTRT1",0
"AL442647.1",0
"SMARCA1",118
"OCRL",50
"APLN",14
"XPNPEP2",0
"SASH3",0
"ZDHHC9",94
"AL034405.1",0
"UTP14A",35
"BCORL1",17
"ELF4",33
"AIFM1",34
"RAB33A",18
"ZNF280C",9
"SLC25A14",27
"GPR119",0
"RBMX2",96
"ENOX2",27
"LINC01201",0
"ARHGAP36",0
"IGSF1",1
"OR13H1",0
"FIRRE",0
"STK26",9
"FRMD7",0
"RAP2C",68
"RAP2C-AS1",5
"MBNL3",0
"HS6ST2",0
"HS6ST2-AS1",0
"USP26",0
"TFDP3",0
"GPC4",11
"GPC3",0
"CCDC160",0
"PHF6",63
"HPRT1",83
"MIR503HG",5
"LINC00629",1
"PLAC1",0
"AL672032.1",0
"FAM122B",48
"FAM122C",13
"MOSPD1",94
"LINC02243",0
"SMIM10",59
"RTL8B",91
"RTL8C",195
"RTL8A",157
"SMIM10L2B-AS1",0
"SMIM10L2B",2
"ETDB",0
"AC234771.1",0
"CT55",0
"ZNF75D",7
"ETDA",0
"ETDC",0
"AL590282.2",0
"ZNF449",3
"SMIM10L2A",1
"INTS6L-AS1",4
"INTS6L",6
"CT45A1",0
"CT45A3",0
"CT45A5",0
"CT45A6",0
"CT45A2",0
"CT45A7",0
"CT45A8",0
"CT45A9",0
"CT45A10",0
"SAGE1",0
"MMGT1",72
"SLC9A6",44
"FHL1",35
"MAP7D3",92
"ADGRG4",0
"BRS3",0
"HTATSF1",48
"VGLL1",0
"CD40LG",0
"ARHGEF6",12
"AL683813.1",6
"RBMX",184
"GPR101",0
"AL035443.1",0
"ZIC3",0
"Z96074.1",0
"FGF13",1
"AL031386.1",0
"FGF13-AS1",0
"F9",0
"MCF2",1
"ATP11C",82
"CXorf66",0
"AL589987.2",0
"FO393408.1",0
"SOX3",0
"AL844175.1",0
"LINC00632",13
"CDR1",2
"AL078639.1",13
"AL451048.1",0
"SPANXB1",0
"AC234778.2",0
"LDOC1",106
"SPANXC",0
"SPANXA2-OT1",0
"SPANXA1",0
"SPANXA2",0
"SPANXD",0
"MAGEC3",0
"MAGEC1",0
"MAGEC2",4
"SPANXN4",0
"AC239727.1",0
"SPANXN3",0
"SLITRK4",0
"SPANXN2",0
"AL500522.1",0
"AL713923.1",0
"SPANXN1",0
"SLITRK2",0
"CXorf51B",0
"CXorf51A",0
"AL589669.1",0
"L29074.1",0
"FMR1",62
"FMR1NB",0
"AC002368.1",0
"AFF2",10
"IDS",177
"AC244197.3",0
"AC244197.2",1
"LINC00893",13
"CXorf40A",43
"HSFX3",0
"MAGEA9B",0
"HSFX2",0
"TMEM185A",41
"MAGEA11",0
"HSFX1",0
"MAGEA9",0
"LINC00850",0
"MAGEA8-AS1",0
"MAGEA8",0
"CXorf40B",67
"HSFX4",0
"LINC00894",3
"MAMLD1",14
"MTM1",19
"MTMR1",30
"CD99L2",94
"AF274573.1",0
"HMGB3",41
"GPR50-AS1",0
"GPR50",0
"KC877982.1",0
"VMA21",136
"BX546450.2",0
"BX546450.1",0
"PASD1",0
"PRRG3",0
"FATE1",0
"CNGA2",0
"MAGEA4-AS1",0
"MAGEA4",0
"GABRE",31
"MAGEA10",0
"AC116666.1",0
"GABRA3",0
"GABRQ",0
"MAGEA3",0
"CSAG2",0
"MAGEA2B",0
"CSAG1",7
"MAGEA12",0
"AC244102.1",0
"MAGEA2",0
"CSAG3",0
"MAGEA6",0
"CETN2",128
"NSDHL",29
"ZNF185",30
"PNMA5",0
"PNMA3",0
"PNMA6A",3
"MAGEA1",0
"AC236972.3",0
"PNMA6F",0
"ZNF275",72
"PNMA6E",0
"ZFP92",0
"TREX2",0
"HAUS7",20
"BGN",217
"ATP2B3",0
"CCNQ",95
"DUSP9",0
"PNCK",1
"SLC6A8",66
"BCAP31",167
"ABCD1",27
"U52111.1",0
"PLXNB3",0
"SRPK3",0
"IDH3G",102
"SSR4",212
"PDZD4",0
"L1CAM",0
"U52112.2",0
"AVPR2",0
"ARHGAP4",1
"NAA10",184
"RENBP",3
"HCFC1",81
"HCFC1-AS1",0
"TMEM187",19
"IRAK1",167
"MECP2",138
"OPN1LW",0
"OPN1MW",0
"OPN1MW2",0
"OPN1MW3",0
"TEX28",0
"TKTL1",0
"AC245140.1",0
"FLNA",212
"AC245140.3",0
"EMD",144
"RPL10",217
"AC245140.2",9
"DNASE1L1",116
"TAZ",38
"AC244090.1",72
"ATP6AP1",120
"GDI1",123
"FAM50A",168
"PLXNA3",93
"LAGE3",186
"UBL4A",97
"SLC10A3",108
"FAM3A",132
"G6PD",188
"IKBKG",60
"FAM223A",0
"CTAG1A",0
"CTAG1B",0
"FAM223B",0
"CTAG2",0
"GAB3",2
"DKC1",84
"MPP1",43
"SMIM9",0
"F8",17
"H2AFB1",0
"F8A1",65
"FUNDC2",143
"CMC4",7
"MTCP1",4
"BRCC3",22
"VBP1",90
"RAB39B",2
"CLIC2",0
"AC234781.1",0
"H2AFB2",0
"F8A2",0
"F8A3",1
"H2AFB3",0
"TMLHE-AS1",1
"BX571846.1",0
"TMLHE",17
"SPRY3",2
"VAMP7",100
"IL9R",0
"WASIR1",0
"AC144568.2",0
"OR4F21",0
"ZNF596",3
"AC004908.1",0
"AC004908.3",3
"AC136777.1",0
"FAM87A",0
"FBXO25",106
"AC083964.1",0
"TDRP",6
"ERICH1",102
"DLGAP2",0
"AC100797.4",0
"AC026950.2",0
"AC129915.3",0
"AC110288.1",0
"AF067845.2",0
"AF067845.1",0
"AF067845.5",0
"AF067845.4",0
"DLGAP2-AS1",0
"CLN8",58
"AC100810.3",0
"AC100810.1",140
"AC019257.8",0
"ARHGEF10",55
"KBTBD11-OT1",0
"AC019257.1",0
"KBTBD11",0
"AC019257.2",0
"AC245164.1",0
"MYOM2",2
"AC245519.1",0
"AC245519.2",0
"AC245187.2",0
"AC245187.1",0
"AC245123.1",0
"AC246817.2",16
"AC246817.1",0
"CSMD1",0
"AC004944.1",0
"AC084768.1",0
"AC079054.1",0
"AC009435.1",0
"AC016065.1",20
"MCPH1",20
"ANGPT2",13
"AF287957.1",0
"MCPH1-AS1",1
"AGPAT5",26
"XKR5",0
"AF233439.1",0
"DEFB1",0
"DEFA6",0
"AF233439.2",0
"DEFA4",0
"DEFA1",0
"DEFA1B",0
"DEFA3",0
"DEFA5",0
"FAM66B",0
"USP17L1",0
"USP17L4",0
"ZNF705G",0
"DEFB4B",0
"DEFB103B",0
"SPAG11B",0
"DEFB104B",0
"DEFB106B",0
"DEFB105B",0
"DEFB107B",0
"PRR23D1",0
"PRR23D2",0
"DEFB107A",0
"DEFB105A",0
"DEFB106A",0
"DEFB104A",0
"SPAG11A",0
"DEFB103A",0
"DEFB4A",0
"ZNF705B",0
"FAM66E",0
"USP17L8",0
"USP17L3",0
"FAM85B",0
"AC068020.1",0
"PRAG1",1
"AC103957.1",0
"AC103957.2",0
"AC114550.2",0
"AC114550.3",0
"AC114550.1",0
"CLDN23",1
"AC087269.1",0
"MFHAS1",42
"ERI1",39
"PPP1R3B",58
"AC022784.7",0
"AC022784.3",1
"AC022784.8",0
"AC022784.2",0
"AC022784.1",0
"AC022784.6",0
"AC022784.4",0
"AC021736.1",0
"AC021242.2",0
"AC021242.3",4
"TNKS",64
"LINC00599",0
"AC034111.1",2
"MSRA",45
"AC104964.1",1
"AC104964.2",0
"PRSS51",0
"AC104964.4",0
"PRSS55",0
"RP1L1",0
"C8orf74",0
"SOX7",1
"AC105001.1",0
"AC011008.1",0
"XKR6",1
"AF131215.3",0
"AF131215.7",0
"LINC00529",0
"AF131216.4",2
"MTMR9",69
"AF131216.1",0
"SLC35G5",1
"AF131216.3",0
"FAM167A-AS1",0
"FAM167A",41
"AF131216.5",4
"BLK",5
"AC022239.1",1
"LINC00208",0
"GATA4",0
"C8orf49",0
"NEIL2",49
"FDFT1",144
"AC069185.1",1
"CTSB",212
"DEFB136",0
"DEFB135",0
"DEFB134",0
"DEFB130B",0
"ZNF705D",0
"FAM66D",0
"USP17L7",0
"USP17L2",0
"FAM86B1",12
"AC145124.1",7
"DEFB130A",0
"FAM66A",0
"AC087203.3",1
"FAM86B2",0
"AC130352.1",0
"LONRF1",32
"AC123777.1",0
"LINC00681",0
"TRMT9B",0
"DLC1",159
"AC019270.1",0
"C8orf48",2
"AC022690.2",0
"SGCZ",0
"AC022039.1",0
"TUSC3",33
"AC018437.2",0
"MSR1",2
"AC011586.1",0
"AC068992.1",0
"FGF20",0
"MICU3",42
"AC079193.2",1
"ZDHHC2",116
"CNOT7",162
"VPS37A",99
"MTMR7",0
"SLC7A2",10
"PDGFRL",16
"MTUS1",37
"AC124069.1",0
"AC027117.2",0
"FGL1",0
"AC087273.1",0
"AC087273.2",0
"PCM1",110
"ASAH1",158
"AC124242.1",4
"NAT1",6
"NAT2",0
"PSD3",122
"AC100800.1",1
"AC009884.1",0
"AC100849.1",0
"AC100849.2",0
"AC068880.3",0
"AC068880.2",0
"SH2D4A",91
"CSGALNACT1",43
"AC090541.1",0
"INTS10",104
"LPL",0
"AC100802.1",0
"SLC18A1",0
"ATP6V1B2",107
"LZTS1",1
"LZTS1-AS1",0
"AC023403.1",0
"AC018541.1",0
"AC015468.4",0
"AC015468.3",0
"AC015468.1",0
"AC015468.2",0
"LINC02153",0
"AC103719.1",0
"AC021355.1",0
"GFRA2",0
"DOK2",1
"XPO7",38
"NPM2",1
"FGF17",0
"DMTN",6
"FAM160B2",35
"NUDT18",59
"HR",10
"REEP4",19
"LGI3",0
"SFTPC",0
"BMP1",83
"PHYHIP",11
"POLR3D",75
"AC105206.2",0
"PIWIL2",0
"SLC39A14",86
"PPP3CC",58
"AC037459.2",0
"SORBS3",159
"AC037459.4",0
"PDLIM2",215
"AC037459.1",0
"C8orf58",34
"CCAR2",43
"AC037459.3",5
"BIN3",80
"EGR3",47
"PEBP4",16
"AC037441.1",0
"AC107959.1",0
"RHOBTB2",53
"TNFRSF10B",132
"AC107959.2",0
"AC107959.3",0
"AC107959.4",9
"AC107959.5",0
"TNFRSF10C",3
"TNFRSF10D",41
"TNFRSF10A-AS1",0
"TNFRSF10A",5
"AC100861.2",0
"CHMP7",36
"R3HCC1",98
"LOXL2",141
"ENTPD4",87
"AC104561.1",0
"AC104561.3",0
"SLC25A37",138
"NKX3-1",7
"NKX2-6",0
"AC012574.1",0
"AC012574.2",0
"STC1",109
"AC023202.1",0
"ADAM28",0
"AC120193.1",0
"ADAMDEC1",0
"ADAM7",0
"AC024958.1",0
"AF106564.1",0
"NEFM",4
"NEFL",0
"AC107373.2",0
"AC107373.1",0
"DOCK5",112
"GNRH1",7
"AC091185.1",0
"KCTD9",66
"CDCA2",3
"AC009623.1",0
"AC009623.2",0
"AC090103.1",0
"EBF2",10
"PPP2R2A",81
"BNIP3L",199
"PNMA2",71
"DPYSL2",208
"ADRA1A",0
"AC090150.2",0
"AC090150.1",0
"STMN4",0
"TRIM35",15
"PTK2B",29
"CHRNA2",0
"EPHX2",0
"CLU",108
"SCARA3",124
"CCDC25",141
"AC013643.2",0
"ESCO2",3
"PBK",5
"SCARA5",1
"AC069113.2",0
"NUGGC",0
"ELP3",28
"AC021678.2",0
"PNOC",0
"ZNF395",32
"FBXO16",0
"AC025871.1",0
"FZD3",2
"EXTL3",50
"EXTL3-AS1",0
"INTS9",8
"INTS9-AS1",0
"HMBOX1",29
"KIF13B",12
"AC108449.3",0
"AC108449.1",0
"DUSP4",30
"AC084026.2",0
"AC084026.1",0
"LINC00589",0
"LINC02099",0
"AC131254.1",0
"AC131254.3",0
"AC131254.2",0
"LINC02209",0
"SARAF",203
"AC044849.1",29
"LEPROTL1",101
"MBOAT4",0
"AC026979.2",12
"DCTN6",97
"AC026979.1",0
"AC026979.3",1
"RBPMS-AS1",23
"RBPMS",122
"GTF2E2",126
"AC102945.1",0
"SMIM18",0
"GSR",69
"UBXN8",31
"PPP2CB",134
"TEX15",0
"PURG",0
"WRN",34
"AC009563.1",0
"AC068672.2",0
"AC068672.1",0
"NRG1",10
"AC090204.1",5
"AC067838.1",9
"FUT10",10
"TTI2",10
"MAK16",32
"RNF122",6
"DUSP26",0
"AF279873.3",0
"AF279873.4",0
"AC087855.2",0
"AC090993.1",0
"AC087855.1",0
"LINC01288",0
"UNC5D",0
"AC100818.1",0
"AC124290.1",0
"AC090809.1",0
"KCNU1",0
"AC092818.1",0
"AC091182.2",0
"LINC01605",5
"AC124067.1",0
"AC124067.3",0
"AC124067.4",0
"AC137579.2",0
"AC137579.1",1
"ZNF703",116
"AC138356.3",0
"AC138356.1",0
"ERLIN2",73
"PLPBP",82
"ADGRA2",78
"BRF2",13
"RAB11FIP1",16
"GOT1L1",0
"ADRB3",0
"EIF4EBP1",187
"AP006545.2",0
"ASH2L",41
"AC084024.1",0
"STAR",4
"AC084024.3",0
"LSM1",193
"BAG4",67
"DDHD2",56
"PLPP5",105
"NSD3",134
"AC087362.2",0
"AC087362.1",0
"AC087623.3",15
"LETM2",17
"AC087623.1",1
"AC087623.4",2
"FGFR1",157
"AC087623.2",0
"C8orf86",0
"AC069120.1",0
"AC016813.1",0
"TACC1",144
"AC067817.2",0
"PLEKHA2",64
"AC108863.1",0
"HTRA4",0
"TM2D2",106
"ADAM9",209
"ADAM32",1
"ADAM18",0
"ADAM2",0
"IDO1",0
"AC007991.3",0
"AC007991.4",0
"IDO2",0
"AC087518.1",0
"AC022733.1",0
"TCIM",13
"AC022733.2",0
"AC105999.2",115
"AC105999.1",0
"AC010857.1",1
"ZMAT4",19
"AC048387.1",0
"SFRP1",164
"AC016868.1",0
"GOLGA7",134
"GINS4",8
"AC009630.1",1
"AC009630.2",0
"GPAT4",94
"AC009630.3",1
"NKX6-3",0
"ANK1",0
"AC113133.1",0
"AC027702.1",2
"KAT6A",53
"AC103724.4",0
"AC103724.3",0
"AP3M2",57
"PLAT",181
"AC083973.1",1
"IKBKB",68
"POLB",28
"DKK4",0
"VDAC3",97
"SLC20A2",73
"AC090739.1",0
"SMIM19",120
"CHRNB3",0
"AC103843.1",0
"CHRNA6",0
"THAP1",43
"RNF170",78
"HOOK3",124
"AC110275.1",0
"FNTA",81
"POMK",0
"HGSNAT",132
"LINC00293",0
"AC091163.1",0
"AC091163.2",0
"AC120036.4",0
"IGLV8OR8-1",0
"SPIDR",36
"CEBPD",191
"PRKDC",106
"MCM4",21
"UBE2V2",94
"AC026904.2",0
"AC026904.3",6
"AC022915.2",0
"AC026904.1",0
"AC026904.4",0
"AC022915.1",0
"AC022915.3",0
"EFCAB1",1
"SNAI2",105
"PPDPFL",0
"AC022568.1",0
"AC090155.2",0
"AC090155.1",0
"AC113145.1",0
"AC023762.1",0
"SNTG1",0
"AC012413.1",0
"PXDNL",0
"AC090186.1",0
"PCMTD1",72
"AC064807.1",13
"AC064807.4",0
"AC064807.2",0
"AC064807.3",0
"ST18",0
"AC021915.2",0
"AC021915.1",0
"AC103831.1",0
"ALKAL1",0
"RB1CC1",108
"NPBWR1",0
"AC009646.2",0
"OPRK1",0
"AC131902.2",0
"AC131902.1",0
"AC022034.4",0
"AC022034.2",4
"ATP6V1H",84
"RGS20",50
"AC113194.1",1
"TCEA1",184
"AC100821.2",0
"LYPLA1",163
"MRPL15",70
"SOX17",46
"RP1",3
"XKR4",1
"AC022679.2",0
"AC022679.1",0
"AC090200.1",0
"TMEM68",35
"TGS1",58
"LYN",51
"RPS20",216
"CERNA3",0
"MOS",0
"PLAG1",25
"CHCHD7",90
"AC107952.2",2
"SDR16C5",0
"PENK",5
"AC012349.1",0
"LINC00968",7
"AC013644.1",0
"AC009597.1",0
"IMPAD1",161
"LINC01606",0
"AC025674.2",0
"LINC00588",0
"AC068075.1",0
"AC090796.1",0
"AC104051.1",0
"AC104051.2",0
"AC012103.1",0
"LINC01602",0
"FAM110B",17
"AC104350.1",0
"AC027698.1",0
"UBXN2B",35
"CYP7A1",0
"SDCBP",190
"NSMAF",65
"TOX",3
"AC090152.1",6
"AC087664.1",0
"AC087664.2",0
"AC021393.1",0
"CA8",0
"LINC01301",0
"RAB2A",191
"AC068389.4",0
"AC068389.1",0
"AC068389.2",0
"AC068389.3",0
"CHD7",6
"AC113143.1",0
"AC022182.1",0
"AC022182.2",0
"CLVS1",0
"AC023866.2",0
"AC023866.1",0
"ASPH",202
"AC091173.1",0
"AC025524.2",0
"AC025524.1",0
"LINC02155",0
"NKAIN3",0
"AC018861.2",0
"AC120042.3",0
"AC120042.1",0
"GGH",102
"AC120042.2",0
"TTPA",0
"YTHDF3-AS1",14
"YTHDF3",139
"AC011978.2",0
"AC011124.1",0
"AC011124.2",0
"AC018953.1",0
"AC022639.1",0
"AC069133.1",0
"LINC01289",0
"MIR124-2HG",0
"AC090136.3",0
"BHLHE22",0
"CYP7B1",0
"AC104232.1",0
"LINC00251",0
"LINC01299",0
"AC100814.1",3
"ARMC1",72
"MTFR1",36
"AC055822.1",0
"PDE7A",16
"AC100812.1",0
"DNAJC5B",0
"AC084082.1",2
"TRIM55",0
"CRH",0
"LINC00967",0
"RRS1-AS1",1
"RRS1",49
"ADHFE1",18
"VXN",1
"MYBL1",6
"VCPIP1",51
"SGK3",31
"C8orf44",13
"MCMDC2",1
"TCF24",0
"PPP1R42",0
"COPS5",71
"CSPP1",12
"ARFGEF1",72
"AC021321.1",2
"CPA6",1
"AC022874.1",0
"PREX2",0
"AC011853.2",0
"C8orf34-AS1",0
"C8orf34",1
"AC083967.1",2
"LINC01592",0
"AC021785.1",0
"LINC01603",0
"SULF1",182
"SLCO5A1",0
"AC091047.1",0
"AC079089.1",0
"PRDM14",0
"NCOA2",32
"AC022730.3",0
"AC022730.4",0
"TRAM1",211
"LACTB2-AS1",0
"LACTB2",40
"XKR9",3
"AC022858.1",0
"EYA1",0
"AC009446.1",0
"AC104012.1",0
"MSC-AS1",114
"MSC",143
"TRPA1",0
"AC078906.1",0
"AC011131.1",0
"KCNB2",0
"AC090735.1",0
"AC022893.2",0
"TERF1",79
"AC022893.3",0
"AC022893.1",1
"SBSPON",2
"C8orf89",0
"RPL7",217
"RDH10",168
"RDH10-AS1",0
"AC111149.2",0
"AC111149.1",0
"STAU2-AS1",0
"STAU2",82
"AC027018.1",0
"AC022826.2",0
"UBE2W",99
"ELOC",196
"TMEM70",98
"LY96",107
"AC087672.2",3
"AC087672.1",0
"AC087627.1",0
"JPH1",0
"GDAP1",5
"AC103952.1",0
"MIR2052HG",0
"AC115837.2",0
"AC011632.1",0
"PI15",1
"AC011632.2",0
"CRISPLD1",28
"AC100782.1",0
"AC022274.1",0
"CASC9",0
"HNF4G",0
"AC067773.1",0
"LINC01109",1
"LINC01111",2
"ZFHX4-AS1",20
"ZFHX4",115
"AC023200.1",0
"PEX2",123
"AC062004.1",0
"AC084706.1",0
"PKIA-AS1",0
"PKIA",75
"ZC2HC1A",54
"IL7",2
"AC083837.1",0
"AC138646.1",0
"STMN2",0
"HEY1",8
"LINC01607",1
"AC036214.1",1
"MRPS28",58
"AC036214.3",0
"AC009686.2",0
"TPD52",0
"AC009686.1",0
"AC034114.2",0
"AC009812.1",4
"ZBTB10",18
"AC009812.3",0
"AC009812.4",3
"ZNF704",2
"PAG1",9
"AC022778.1",0
"AC079209.2",0
"AC079209.1",0
"AC009902.3",0
"AC009902.2",1
"FABP5",57
"AC018616.1",0
"PMP2",0
"FABP9",0
"FABP4",9
"AC023644.1",0
"FABP12",0
"IMPA1",54
"SLC10A5",0
"ZFAND1",114
"CHMP4C",1
"AC132219.1",0
"SNX16",42
"LINC02235",0
"AC027701.1",0
"AC060765.1",0
"AC105031.2",0
"AC105031.3",0
"LINC01419",0
"AC015522.1",0
"RALYL",0
"LRRCC1",8
"AC011773.4",1
"E2F5",15
"AC011773.1",0
"C8orf59",115
"CA13",22
"AC011773.3",0
"AC011773.2",0
"CA1",0
"CA3",2
"CA3-AS1",0
"CA2",0
"AC093331.2",0
"AC100801.1",0
"ATP6V0D2",0
"PSKH2",0
"AC023194.3",0
"AC084128.1",0
"SLC7A13",0
"WWP1",55
"RMDN1",61
"CPNE3",122
"CNGB3",0
"AC090572.3",0
"AC090572.2",0
"CNBD1",0
"AF121898.1",0
"DCAF4L2",1
"AC037450.1",0
"MMP16",103
"AC090568.2",0
"AC090578.1",2
"AF117829.1",20
"RIPK2",78
"OSGIN2",101
"NBN",59
"DECR1",99
"CALB1",0
"LINC00534",0
"AB015752.1",0
"LINC01030",0
"TMEM64",53
"AC106038.1",0
"NECAB1",0
"AC103770.1",0
"C8orf88",61
"PIP4P2",73
"AC087439.1",0
"OTUD6B-AS1",92
"OTUD6B",32
"LRRC69",3
"SLC26A7",1
"AC103409.1",0
"RUNX1T1",22
"AF181450.1",0
"AC022695.2",0
"AC022695.3",0
"AC091096.1",0
"AC091096.2",0
"AC104211.2",0
"AC104211.4",0
"AC104211.3",0
"AC117834.1",0
"TRIQK",64
"C8orf87",0
"LINC00535",0
"AC016885.1",0
"AC016885.2",0
"FAM92A",70
"AC120053.1",0
"AC010834.3",0
"RBM12B",13
"AC010834.1",0
"AC010834.2",0
"TMEM67",23
"AC084346.1",0
"PDP1",80
"AC084346.2",1
"AP003351.1",0
"CDH17",0
"GEM",85
"RAD54B",2
"FSBP",0
"VIRMA",54
"AC023632.5",0
"AC023632.2",1
"AC108860.2",0
"ESRP1",0
"DPY19L4",51
"AP003692.1",0
"INTS8",28
"CCNE2",5
"AC087752.4",1
"NDUFAF6",47
"TP53INP1",58
"MIR3150BHG",0
