"Gene","Correlation"
"VKORC1",0.16851593721908
"PBX1",0.168499854452753
"PRAF2",0.168151307163579
"CYP1B1",0.168123108535681
"SEMA3C",0.168076563714878
"ASPN",0.167875706095585
"LINC01133",0.167631924298017
"FAAP20",0.167417179463896
"HIF1A",0.166685151780056
"PGRMC2",0.166653375630005
"SLC44A2",0.166605899702312
"SPRY1",0.166153241245505
"NFASC",0.166149972743408
"RPLP1",0.166078392058958
"RHOD",0.166034269926138
"LINC02381",0.165955054352403
"CTSD",0.165670171733016
"CYTOR",0.165646456536655
"NEK7",0.165628108727439
"MMP14",0.165524762953651
"AF124730.1",0.165519199724279
"PLXNB2",0.165271379284821
"ACTN2",0.165214433912146
"RPS19",0.165125332685159
"NDUFA4L2",0.164737636483344
"C5orf38",0.164657657739042
"SELENOM",0.164642455416032
"PLCD3",0.164558592123739
"HSBP1L1",0.164140628849715
"FGL2",0.164056042145333
"NPR3",0.163799735889833
"ARNT2",0.163733301448488
"ZMAT3",0.16365957637777
"SLC38A2",0.163563145899502
"SBSPON",0.16348918872044
"TBL1XR1",0.163486079236425
"ASS1",0.163484203190153
"MALAT1",0.163315949115973
"SLC12A8",0.16323858468744
"COX6B1",0.163075742639478
"IL6",0.162972923619333
"MRVI1",0.162702947421672
"PDE1C",0.162238631361945
"COL6A2",0.162181838343931
"MUC1",0.162164490856293
"SCD",0.162153425369289
"NDUFA11",0.161875189559633
"REEP3",0.161856136102464
"LITAF",0.161644637577255
"CDK2AP1",0.161358471750783
"YTHDF3",0.161214417585651
"HOXC10",0.161085366175786
"GAS1",0.161068431985433
"ZFP36L2",0.161011521906133
"RPS15A",0.16077690857598
"LAPTM4A",0.160748264738936
"HOXA5",0.160616961437573
"TMA7",0.159656345493158
"COMMD6",0.159423460276998
"SLC40A1",0.158594000362359
"VASN",0.158490567180885
"SORBS1",0.158335462714499
"FHL1",0.158171744898593
"C4orf48",0.158168149256665
"CD248",0.158166894608969
"AVPI1",0.157733091421924
"RPL36",0.157538743135817
"MN1",0.157401552537296
"ABCA2",0.157326812447982
"OSR1",0.157056692802521
"ITGB1",0.157033822161086
"ALDH1A2",0.157005840896846
"PLXDC2",0.15688135204135
"PLEC",0.15665125215695
"PKDCC",0.156617277520316
"EFEMP1",0.156028877565519
"EPB41L4A-AS1",0.155939651642021
"RPL32",0.1559196466168
"ZSCAN16-AS1",0.155845786664692
"EN1",0.155827340280843
"ZCCHC24",0.15567511051875
"PROS1",0.155576549675486
"CACNA2D1",0.155518169153031
"MIR4435-2HG",0.155484345351859
"PRMT2",0.155463472791858
"BSG",0.155263997714668
"GPX4",0.155137521714715
"KRT19",0.154937816234111
"PIGS",0.154516260229768
"SYNPO2",0.154448993872042
"PABPC4",0.154387648345293
"EAF1",0.154288716521876
"S100A6",0.154187644037705
"MYADM",0.15410314613176
"SMIM37",0.153827648409742
"GPRC5A",0.153779151942123
"DMD",0.153759694064937
"THBS1",0.153547044021703
"NOTCH2",0.153404582603091
"COL6A1",0.153318554976689
"GREM2",0.15328927081884
"DHRS9",0.153218001455487
"COX7C",0.153177094693122
"ZNF423",0.153054510847413
"ATP10A",0.15275382160817
"CALD1",0.152393967227682
"SPATS2L",0.152215741362927
"QPRT",0.152053724223148
"PTGFR",0.15199859933416
"SPEG",0.1518860101539
"EBF1",0.151286377668335
"PRUNE2",0.151263914178521
"LTBP1",0.150884288300135
"CASC4",0.150768972639082
"TUFT1",0.150586731899698
"PDLIM3",0.150554893670749
"TNS1",0.150327771569305
"LAMP1",0.150252185332081
"SLC25A6",0.149973852404532
"GATA6-AS1",0.149895650954655
"TENT5A",0.149850353856005
"FSTL3",0.149460945958891
"ADAMTSL4",0.149396139923891
"CARMIL1",0.149229991624283
"CDKN2B",0.14922157111181
"SMIM27",0.149034157678744
"NGF",0.14899398805296
"RGS2",0.14893971877172
"TRPM3",0.148934512187847
"DDAH2",0.148909282203362
"CELF2",0.148893093032527
"STK17B",0.14875808918516
"RAPH1",0.148518935730204
"RTL8C",0.148496024093184
"PRRX1",0.148093841232776
"ATF4",0.148053031207183
"RPL28",0.148025271439219
"COL12A1",0.147954981006214
"GPAA1",0.147939133717932
"PIM1",0.147829799602684
"AHR",0.147536950548553
"SSH1",0.14752713170284
"PALM",0.147512112060857
"HOXC8",0.147447995484285
"LDB2",0.147420365909981
"CUX1",0.147354480490662
"DAG1",0.147282036320342
"SLC1A5",0.14694324794449
"PNPLA2",0.146937888608254
"HSPB1",0.146881476901414
"EEF1D",0.146852656279411
"EVI2A",0.14683144193004
"MTHFD2",0.146812527882322
"FAM234A",0.146799916014785
"WDR26",0.14667649231749
"IRS2",0.146567278150913
"RPL35",0.146521197631511
"HDHD5-AS1",0.146508311966874
"RPL12",0.146487866533926
"EHD2",0.146409716074896
"OAZ1",0.145723269542154
"PKD2",0.145647248552779
"GEM",0.145308067592506
"SH3PXD2A",0.144998285448073
"TMSB4X",0.14499806753075
"RAB5B",0.144924283657092
"RPL4",0.144802553438575
"PYCR1",0.144652936462626
"VAMP2",0.144384033348008
"PITX1",0.144306416050867
"AP001599.1",0.144284688602193
"SDC4",0.144183437334023
"KLHDC9",0.144151215499677
"ARSB",0.144075355359407
"SEMA3B",0.144058154788899
"EIF4B",0.143998928022633
"SRF",0.143568790727975
"QSOX1",0.143548650570327
"FTL",0.143477366219204
"CCND2",0.143456638185141
"ISCU",0.143424244987008
"MAP1LC3A",0.143387688605382
"CEBPB",0.143255011952953
"MORF4L1",0.143156200847789
"LIMA1",0.143070308174872
"NCOA7",0.142938546917394
"DOK5",0.142901451126146
"SPG21",0.142899054131661
"DIRAS1",0.142665179732261
"TCEA3",0.142625003175438
"HSD11B1L",0.142576105511266
"PGM1",0.14234766277885
"CREB3L1",0.142322533672342
"KCNK15",0.142159758047197
"RPS21",0.142113127932681
"ZBTB20",0.142097706569501
"TGFBR1",0.14208290569259
"ATOX1",0.141940065580365
"RECK",0.141880636643136
"INSIG1",0.141723496609639
"KLF9",0.141709146082286
"KCNK6",0.141694034607579
"CBX3",0.141561029057036
"DACT1",0.141433677457105
"EIF2S2",0.141147103690866
"TWSG1",0.141138606801867
"RPS25",0.140892569665607
"FOXK1",0.140820847739847
"OBSL1",0.140716493837719
"CTIF",0.14056258125477
"LGALS1",0.14053907761635
"EMC10",0.139892306729315
"COX14",0.139879770318465
"PTRHD1",0.139731036752347
"TMEM219",0.139707165223878
"AC135050.1",0.139588567158127
"ID3",0.139289285262214
"EXT1",0.139148074665123
"JTB",0.139101422774538
"PLSCR4",0.138984903867965
"AC126755.2",0.138918736310103
"PLPPR2",0.138917927172433
"BNIP3L",0.138573506852306
"NEXN",0.138499896765052
"PACSIN3",0.138483218693716
"ATF5",0.138356051918038
"MECP2",0.138295165815509
"RPS18",0.138250641712354
"AXL",0.13821344337601
"COPS9",0.13806417930778
"FKBP9",0.137949107465442
"ARHGAP35",0.137880286085164
"MSMO1",0.137616817654458
"CYTH3",0.137573509734057
"CDC42EP1",0.137462473112964
"CYR61",0.137452898532056
"AC093627.6",0.137438076156901
"CNN2",0.136897029113231
"PODNL1",0.136828441352621
"MMP2",0.136596907055629
"MELTF",0.136494486360462
"AC008771.1",0.136475327427918
"C1orf122",0.136341473821029
"ELOF1",0.136339338236402
"MIR22HG",0.13623872011933
"FANK1",0.136110085229637
"SCRG1",0.136096112434605
"CLCF1",0.136087656941774
"AC020916.1",0.136048300825595
"PER3",0.136016717888153
"ADAM10",0.135988162871483
"ARHGEF25",0.135938549223853
"RARRES2",0.135925829498758
"P4HB",0.135893225361201
"CUTA",0.135778538559796
"UBE2E2",0.13576038900153
"VSIR",0.135728225690242
"MSC-AS1",0.13571695969717
"SGMS2",0.135642873772415
"MSC",0.135598831916886
"CPEB2",0.135567182216926
"IQCA1",0.135452960130328
"NDFIP2",0.135291347556698
"DRAXIN",0.135272893078023
"NDRG1",0.135093430180739
"MATN2",0.135050982706839
"HSPA1B",0.134559306623904
"FLYWCH2",0.134375251142993
"GLIS2",0.13424306543816
"ATP5MG",0.134229494360383
"YPEL3",0.13407350256608
"FAM160B1",0.134002421376974
"GPC3",0.133875654584932
"LIMCH1",0.133875062381712
"ITLN2",0.133862856243357
"FAM200B",0.13382778393483
"MIDN",0.13381319249633
"RPL10",0.133665761375212
"HOXC9",0.133417087146318
"NDUFA2",0.133377912007527
"CHCHD5",0.133366873466915
"JDP2",0.133274146688829
"EIF4A2",0.133270426328378
"NOP53",0.133115181427193
"MAP2K3",0.133069880220977
"JUND",0.132778873057886
"TCEAL1",0.132665958520714
"KCTD11",0.132581372077551
"GGT7",0.13258006424011
"RPS15",0.132430910209892
"DAB2",0.132306498185095
"LRP5",0.132285078508339
"HDAC5",0.132179839531811
"RPS12",0.132116017880917
"SH3BGRL3",0.13199796001273
"TCEAL3",0.131948886879208
"AP1S3",0.131920515805032
"RPS14",0.131896548228287
"DMPK",0.131868583475995
"NMT1",0.131831430111378
"IL1R1",0.131721170348454
"MINDY2",0.13167995109546
"ALKBH5",0.131634744423049
"ADH1B",0.131632707092422
"EEF1A1",0.131617038173484
"ELOVL5",0.131616470818363
"TPM2",0.131572943985416
"EGR1",0.131549635009268
"MEX3B",0.131434704701302
"LASP1",0.131414903843843
"FZD7",0.131394697186685
"CIRBP",0.131314313952982
"SAMD11",0.131307480166314
"MDGA1",0.131236613727165
"CHIC2",0.131235819686916
"BICC1",0.130972010720995
"CDH2",0.130914661530523
"XG",0.130882022640977
"FABP3",0.130869331713927
"RNF187",0.13081625522944
"RNF11",0.130808612342524
"MRPL53",0.130727773004577
"ARMC9",0.130525303851057
"MBP",0.130504212403511
"UBL5",0.130436196896995
"PLAGL1",0.130342324663351
"PRPS1",0.130235116192569
"AL445183.2",0.130185329789059
"AKR1C1",0.130122374617621
"LTBP2",0.130047917934713
"SDF4",0.130006091387874
"FZD1",0.129897713864264
"TCEAL8",0.129874474315178
"AK4",0.129633437378406
"TMEM130",0.129595385784864
"EGR3",0.129549094798541
"RAB34",0.129268779515217
"EPHX1",0.129207338278661
"COL4A2",0.129180415993243
"PRMT9",0.12912745029774
"KCNMA1",0.129125844102536
"TM2D3",0.129027145515439
"CSRP2",0.128970224875063
"FXYD1",0.128873255875879
"SMIM3",0.128699827946982
"SMIM26",0.128419456134194
"CALHM2",0.128381703284981
"PFDN5",0.128092569005104
"CST6",0.127748070947838
"FAM89B",0.127663356662489
"CHSY1",0.12763584482066
"CD109",0.127634681479614
"SDC3",0.127416709159266
"PYCARD",0.127406314800188
"ECM1",0.127262062496563
"PSAT1",0.12725864776852
"MFAP5",0.126907421421713
"DGCR6L",0.126886709703588
"PAMR1",0.126811798893098
"SOCS5",0.126552779835026
"SAR1A",0.126541867959209
"C8orf33",0.126451383660462
"RNF167",0.126443055285379
"CHURC1",0.126436346041078
"LRP10",0.126363288655978
"AC092807.3",0.126362006239063
"SIX2",0.126348829282539
"AC011498.6",0.126345596418706
"KRTCAP2",0.126203065312546
"PLPP3",0.126122455353556
"TRAM2",0.125979409587248
"RNF128",0.12596478018255
"RPL23",0.125898083733306
"GSN",0.125897546640471
"PRDX5",0.125578903020115
"FAT1",0.125505419102876
"RPS8",0.125414577757719
"PDE5A",0.125216442783945
"IGFBP5",0.125068704117455
"LINC01018",0.124831983746014
"KIAA0355",0.124803170157656
"TADA3",0.124784822458565
"UBXN6",0.124782516202246
"RHBDD2",0.124722630165409
"LINC01615",0.124641627000028
"NFIA",0.124573215720029
"ADD3",0.124550830415249
"CGREF1",0.124542817620718
"RPL3",0.124511196219967
"RAMP1",0.124412938480789
"FMOD",0.124327003740877
"CAPNS1",0.124103187082062
"CTHRC1",0.124090277106384
"XPOT",0.123963385092392
"OSBPL8",0.123934572948873
"PTGDS",0.123814803540336
"LDLR",0.12374281962472
"RPS5",0.123702708013129
"TRPT1",0.123625785146212
"ESYT2",0.123393542850037
"PKP2",0.123362301284464
"NTM",0.123272208037519
"CRIM1",0.123260736661751
"B4GALT1",0.123147868818082
"IDI1",0.123024998206899
"TGIF1",0.122986300152245
"KIF22",0.122960262329313
"DENND2C",0.122847621526949
"RPL27",0.122837600843611
"EPDR1",0.122683151495196
"GNAQ",0.122530392720986
"C19orf53",0.122506205123307
"SELENOP",0.122504795951086
"TMED3",0.122483269486225
"TRMT9B",0.12217532124027
"CLSTN2",0.122160817171703
"CD99",0.122135130792988
"HIBADH",0.122081278742727
"ARPC1B",0.121850420036494
"LINC01914",0.12183349427597
"ANKRD13A",0.121781765808926
"FOSB",0.121730273496771
"STRADB",0.121708033188069
"MYRF",0.121675940608593
"PI16",0.121579764390724
"SYNC",0.121393306746497
"AP000547.3",0.121273959126064
"ZHX2",0.121170158850915
"LZTFL1",0.120989451124378
"ATP5MPL",0.120776987529882
"RPS16",0.120734683668097
"LAMB2",0.120705553719158
"STARD5",0.120662536492392
"TMEM50B",0.120526376452878
"DDB1",0.120470225294633
"RPS20",0.120323436640717
"NTS",0.120257738182821
"ENAH",0.120109058016689
"PTK7",0.120016649448146
"DHRS3",0.119990375483982
"RPS3",0.119963350302817
"SPON2",0.119957446000328
"TIMP1",0.119942963242784
"EPS8",0.119934822255015
"LATS2",0.119919862535329
"TMEM14A",0.119736893538914
"F10",0.119736573566241
"TP53I11",0.119681771910044
"DNAJC4",0.119679896705286
"ANK2",0.119662360971719
"STK38L",0.11965422453684
"ZFAND5",0.119641477147021
"SURF1",0.119640019175731
"PHPT1",0.119627838628986
"EIF3L",0.119593194596731
"ABCA9",0.119562851480289
"FBXO25",0.119547242275462
"ARL4D",0.11954600955532
"RPSA",0.119438600110521
"AL162231.1",0.119390356213737
"RPL13",0.119318228374829
"SNHG19",0.119094826666444
"SSPN",0.119013543560136
"STMN3",0.11887588499963
"PFN2",0.118712950644375
"PCSK1N",0.118438956893467
"GK5",0.118404492227027
"SHOC2",0.11840081585717
"AC079145.1",0.118383430081299
"TMEM52B",0.118383430081299
"RTN3",0.118351364673322
"GATA5",0.118321675642056
"ZNF581",0.118274562177807
"ARHGEF17",0.118242862460191
"C2orf88",0.118136778345252
"COX4I1",0.118108087408832
"PCDHB16",0.118037552010356
"CHMP3",0.117963759970461
"CCNYL1",0.117958581814569
"LSM14A",0.11788126092151
"CRLF1",0.11783994676797
"UBA52",0.117837277457838
"AC011611.4",0.117739330318573
"MFAP2",0.117735220238821
"PPL",0.11764121332286
"AC089983.1",0.117627589095975
"RPL39",0.117606789387088
"S100A13",0.117572516512735
"ROR2",0.117477746295777
"C4orf3",0.117467964328465
"CDKN1C",0.117375594678079
"RPS4X",0.117341203527519
"DDR2",0.117339223128236
"MNT",0.117180880269395
"APLP2",0.117023826571092
"RPL18A",0.116964418384403
"STAT3",0.116946822877007
"TMEM59",0.116931875092199
"CCNL1",0.116920503400008
"CDKN2A",0.11687814154719
"TNXB",0.116791162904382
"VCAN",0.116677651328375
"CTSF",0.116578358303426
"C6orf62",0.116516630434682
"ASAP2",0.116512895414611
"ITGA7",0.116450989374953
"FAM20C",0.116377795014385
"GDF5",0.11637371831028
"SEC62",0.116317103665451
"NAA60",0.116274225257727
"GLIS3",0.116189989325397
"LAGE3",0.116123015099033
"SFRP1",0.116100970697198
"RNASE4",0.116089946504111
"SULT1A1",0.116074283652764
"AL499616.1",0.116033211912634
"ACAP1",0.116016839652734
"CBX6",0.115942385661515
"SHROOM3",0.115808193998617
"KIF26B",0.11578320031011
"SERPINB7",0.115781548770421
"MARVELD1",0.115744785736855
"SNX3",0.115731946626051
"SEC61A1",0.115645068023031
"CBLB",0.115598875269627
"CAVIN1",0.115547701813599
"ITGA8",0.115492741557695
"NPAS1",0.115417732030294
"LINC00842",0.11512566082252
"TK2",0.115125302759374
"SVEP1",0.115039154894804
"SLC22A15",0.114941628262803
"TMEM8A",0.114922648370471
"PNRC1",0.114731119657198
"KRT18",0.114669288821057
"CSDC2",0.11456756108551
"RPL10A",0.114527679402058
"PDGFD",0.114486916036698
"ADAMTS7",0.114475215906188
"KRTAP1-1",0.114462866280394
"TMEM134",0.114457571528178
"SGCG",0.114348329901127
"PAM16",0.114236021125939
"PCOLCE2",0.114205188917222
"ALPK2",0.114041716862803
"PTPA",0.113909652364294
"SMIM29",0.113846625134678
"FAIM2",0.113829997841323
"TRAF4",0.113800467279488
"B2M",0.113505043439996
"FLNA",0.113461733276971
"HDAC9",0.113447033319869
"CAMTA1",0.11329547899773
"FCGRT",0.113295433224411
"HNRNPA0",0.11321128307562
"STAT2",0.1131737455359
"KANK1",0.113047079768427
"DOK4",0.113005117214142
"RPS27L",0.112983828319127
"KAZALD1",0.11293846933969
"B4GALT4",0.112894046106409
"CXCL12",0.112835870728869
"ITM2B",0.112834910985819
"RPL11",0.112735054442315
"KCNS2",0.112644267323819
"HOXA3",0.112562192808677
"EPS15",0.112550588098395
"BACH1-AS1",0.112497800526063
"SLC7A8",0.112356255233685
"SAMD3",0.112291817597102
"ACADL",0.11226908215356
"SGK1",0.112266291830932
"CFAP70",0.112104159754531
"COL8A2",0.11202571481616
"FOXN3",0.111995026365868
"SRSF6",0.111882211472921
"CPEB4",0.111847960825263
"AP3S1",0.111801076052227
"SLAMF7",0.111775727258834
"TIMM44",0.111626294079507
"PIP5K1C",0.111622123174507
"TES",0.111619980423361
"SNRPN",0.111612569237425
"NSRP1",0.111607890578907
"AC013652.1",0.111545430295182
"SLC25A23",0.111543677105229
"AC002401.4",0.111519130270166
"CAVIN3",0.111503287611687
"ZNF703",0.111502887014089
"CDH6",0.111495528727692
"FGF9",0.111331819316499
"THBS3",0.111301540053109
"AP002884.1",0.111253568010656
"SLC7A5",0.111178880720561
"FAM229B",0.111173590425707
"C5orf46",0.111034448680296
"MLXIP",0.110981426240745
"APOE",0.110961833329862
"DUSP2",0.11085631045551
"DPY19L3",0.110853166610237
"FBXW5",0.110808343217425
"COX16",0.110591618356363
"KAZN",0.110499799282899
"LHFPL6",0.110265238150829
"SLC19A2",0.110177140419496
"EML4",0.110151973529166
"PCDH7",0.110090015562509
"JCHAIN",0.110063184310083
"PRKCI",0.109983296502826
"SEC23A",0.109977671409429
"AAK1",0.109964156077617
"POLE4",0.109909873863866
"KLF6",0.109874614629655
"BAMBI",0.109849581951868
"ZBTB4",0.109823587127197
"BDNF",0.109789596351536
"TMEM127",0.109741363361309
"TMEM119",0.109716158977122
"RACK1",0.109581103368743
"TTC9",0.109520794013263
"RPL35A",0.109302656128435
"ANAPC11",0.109301012435014
"PLXNB1",0.109227938544144
"IL11RA",0.109175657487073
"ADGRD1",0.109115470315027
"G6PD",0.109072942758363
"MRGPRF",0.108995839031868
"AC107952.2",0.108975955370015
"SGCA",0.108936007852211
"PDK1",0.108904377573189
"ABCA8",0.108881667499994
"HMGCS1",0.108878038385977
"DVL3",0.108867438572672
"FAM180A",0.108829645305181
"KCND3",0.108809571841386
"ADAMTS2",0.10878819271099
"TP53INP1",0.108676276509831
"GSTM4",0.108666092397831
"LMO7DN",0.108651993635682
"MRAS",0.108637037152037
"SEL1L3",0.108614880086536
"SERAC1",0.10857037009901
"STMP1",0.108554473564728
"NR4A3",0.108529369406347
"KRTAP5-2",0.108360490749059
"MAP3K8",0.108277789708999
"IFITM10",0.10816801268651
"SLC22A17",0.108135731146318
"CD68",0.108079008472632
"AZIN1",0.108009679607251
"BCHE",0.107925860789567
"RRM2B",0.107912794305347
"HOXC6",0.107894513040854
"CALCOCO1",0.107858781237924
