"","coexpression_counts"
"ATIC",52
"FN1",56
"AC012462.3",0
"AC012462.1",1
"AC012462.2",0
"AC012668.2",0
"AC012668.3",0
"AC012668.1",0
"LINC00607",3
"LINC01614",2
"AC122136.1",0
"AC093382.1",0
"MREG",7
"PECR",24
"TMEM169",0
"XRCC5",56
"LINC01963",7
"MARCH4",13
"AC012513.1",0
"AC069155.1",0
"AC098820.2",0
"SMARCAL1",22
"AC098820.3",1
"RPL37A",56
"LINC01280",0
"AC073321.1",0
"IGFBP2",1
"IGFBP5",6
"AC007563.2",0
"AC007563.1",0
"AC007557.2",0
"TNP1",0
"AC007557.4",0
"AC007557.1",0
"AC007557.3",0
"LINC01921",0
"AC007749.1",0
"DIRC3-AS1",0
"DIRC3",3
"TNS1",45
"AC010136.1",0
"RUFY4",0
"CXCR2",0
"CXCR1",0
"ARPC2",56
"GPBAR1",0
"AAMP",49
"PNKD",48
"TMBIM1",47
"CATIP-AS2",0
"CATIP",0
"SLC11A1",0
"CTDSP1",42
"AC021016.3",2
"VIL1",1
"USP37",23
"CNOT9",46
"PLCD4",7
"AC012510.1",4
"ZNF142",10
"BCS1L",31
"RNF25",31
"STK36",9
"TTLL4",16
"CYP27A1",4
"AC009974.1",0
"PRKAG3",0
"WNT6",0
"WNT10A",0
"LINC01494",0
"AC097468.2",0
"CDK5R2",0
"LINC00608",0
"FEV",0
"CRYBA2",0
"AC097468.1",0
"CFAP65",0
"IHH",0
"AC097468.3",0
"NHEJ1",0
"AC068946.1",0
"SLC23A3",0
"CNPPD1",30
"RETREG2",45
"ZFAND2B",34
"ABCB6",1
"AC068946.2",0
"ATG9A",1
"ANKZF1",28
"GLB1L",8
"STK16",42
"TUBA4A",36
"TUBA4B",0
"DNAJB2",20
"PTPRN",8
"AC114803.1",0
"RESP18",0
"DNPEP",48
"AC053503.2",0
"DES",0
"AC053503.4",0
"SPEG",15
"AC053503.1",0
"AC053503.5",0
"GMPPA",48
"ASIC4",0
"CHPF",52
"TMEM198",1
"AC009955.3",0
"OBSL1",25
"AC009955.4",0
"INHA",0
"STK11IP",17
"AC009955.1",0
"SLC4A3",8
"AC009955.2",0
"AC009502.1",0
"LINC01803",0
"AC019211.1",0
"AC093083.1",0
"AC067956.1",0
"AC093843.1",0
"EPHA4",4
"AC079834.2",0
"AC068489.1",0
"PAX3",1
"CCDC140",0
"AC010980.2",0
"SGPP2",1
"AC097461.1",1
"FARSB",45
"MOGAT1",1
"ACSL3",52
"AC013476.1",0
"KCNE4",4
"AC013448.1",0
"AC013448.2",0
"SCG2",7
"AP1S3",29
"WDFY1",52
"MRPL44",45
"AC073641.1",0
"SERPINE2",56
"FAM124B",0
"AC073052.2",0
"CUL3",51
"CCDC195",0
"DOCK10",33
"NYAP2",0
"AC016717.2",0
"AC062015.1",1
"IRS1",46
"AC010735.2",0
"RHBDD1",17
"COL4A4",6
"COL4A3",0
"AC097662.1",0
"MFF",54
"TM4SF20",0
"SCYGR1",0
"AGFG1",52
"SCYGR2",0
"SCYGR10",0
"C2orf83",0
"SCYGR3",0
"AC064853.1",0
"SCYGR4",0
"SCYGR5",0
"SLC19A3",2
"SCYGR6",0
"SCYGR7",0
"SCYGR8",0
"CCL20",17
"DAW1",34
"SPHKAP",0
"LINC01807",0
"AC012070.1",0
"PID1",47
"DNER",25
"TRIP12",52
"FBXO36",3
"SLC16A14",0
"AC009950.1",0
"SP110",39
"SP140",9
"SP140L",44
"SP100",56
"AC010149.1",0
"LINC01907",0
"CAB39",49
"ITM2C",47
"AC012507.2",0
"GPR55",0
"AC012507.1",0
"AC012507.4",0
"SPATA3-AS1",0
"SPATA3",0
"C2orf72",0
"PSMD1",56
"HTR2B",0
"ARMC9",36
"B3GNT7",1
"AC017104.3",0
"NCL",56
"LINC00471",0
"NMUR1",0
"TEX44",0
"PTMA",56
"PDE6D",28
"COPS7B",30
"NPPC",0
"DIS3L2",28
"AC019130.1",0
"ALPP",0
"AC068134.1",0
"ALPG",0
"AC068134.2",0
"ALPI",0
"ECEL1",0
"PRSS56",0
"CHRND",0
"CHRNG",0
"TIGD1",7
"EIF4E2",55
"AC073254.1",0
"EFHD1",0
"GIGYF2",47
"KCNJ13",0
"SNORC",1
"NGEF",0
"NEU2",0
"INPP5D",0
"ATG16L1",21
"SAG",0
"AC013726.1",0
"DGKD",18
"USP40",28
"UGT1A8",0
"UGT1A10",0
"UGT1A9",0
"UGT1A7",0
"UGT1A6",0
"AC114812.2",0
"UGT1A5",0
"UGT1A4",0
"UGT1A3",0
"UGT1A1",0
"MROH2A",0
"HJURP",16
"TRPM8",0
"AC005538.1",0
"SPP2",0
"AC006037.1",0
"AC122134.1",0
"AC097713.1",0
"LINC01891",0
"ARL4C",41
"LINC01173",0
"SH3BP4",47
"AC114814.1",0
"AC114814.3",0
"AGAP1",22
"AC064874.1",0
"GBX2",0
"AC019068.1",0
"ASB18",0
"IQCA1",5
"AC093915.1",0
"IQCA1-AS1",0
"ACKR3",7
"AC084030.1",0
"AC105760.1",0
"AC105760.2",2
"COPS8",51
"AC107079.1",0
"AC112715.1",4
"COL6A3",54
"AC112721.1",0
"AC112721.2",0
"MLPH",29
"PRLH",0
"RAB17",2
"AC104667.2",0
"AC104667.1",0
"LRRFIP1",55
"RBM44",0
"RAMP1",12
"UBE2F",54
"UBE2F-SCLY",1
"SCLY",20
"ESPNL",1
"KLHL30",0
"ERFE",11
"ILKAP",42
"HES6",10
"PER2",14
"AC012485.3",0
"AC012485.2",0
"TRAF3IP1",37
"ASB1",54
"AC016999.1",0
"LINC01107",0
"LINC01937",0
"AC145625.1",0
"TWIST2",46
"LINC01940",0
"HDAC4",11
"AC062017.1",6
"AC079612.1",0
"AC079612.2",0
"AC093802.2",0
"AC093802.1",0
"NDUFA10",56
"OR6B2",0
"OR6B3",0
"COPS9",56
"OTOS",0
"AC124861.1",0
"GPC1",48
"ANKMY1",4
"DUSP28",16
"RNPEPL1",41
"CAPN10-DT",3
"CAPN10",27
"GPR35",0
"AQP12B",0
"AC011298.1",0
"AQP12A",0
"KIF1A",0
"AGXT",0
"C2orf54",0
"CROCC2",0
"AC104809.1",0
"SNED1",0
"AC093585.1",0
"AC005237.1",0
"MTERF4",35
"PASK",5
"PPP1R7",56
"ANO7",3
"HDLBP",56
"SEPT2",56
"AC005104.1",0
"FARP2",30
"STK25",53
"BOK-AS1",0
"BOK",38
"AC133528.1",0
"THAP4",44
"ATG4B",33
"DTYMK",55
"ING5",26
"AC114730.3",0
"D2HGDH",23
"AC114730.1",0
"AC114730.2",0
"GAL3ST2",0
"AC131097.1",0
"AC131097.3",0
"NEU4",0
"AC131097.4",0
"PDCD1",0
"RTP5",0
"AC131097.2",1
"AC093642.1",0
"LINC01880",0
"LINC01986",0
"AC066595.1",0
"CHL1",0
"CHL1-AS1",0
"LINC01266",0
"AC090044.1",0
"AC087430.1",0
"CNTN6",0
"AC018814.1",0
"CNTN4",0
"CNTN4-AS2",0
"CNTN4-AS1",0
"IL5RA",0
"TRNT1",43
"CRBN",44
"AC024060.1",5
"AC034195.1",0
"SUMF1",42
"LRRN1",0
"SETMAR",27
"ITPR1-DT",0
"ITPR1",20
"EGOT",2
"AC018816.1",2
"BHLHE40-AS1",1
"BHLHE40",44
"ARL8B",54
"AC026202.2",0
"AC026202.3",0
"EDEM1",46
"AC026202.1",0
"AC087857.1",0
"AC026167.1",0
"AC069277.1",0
"GRM7-AS3",0
"GRM7",0
"GRM7-AS2",0
"GRM7-AS1",0
"AC068313.1",0
"LMCD1-AS1",1
"AC018832.1",0
"AC023481.1",0
"LMCD1",32
"AC034187.1",0
"SSUH2",0
"CAV3",0
"OXTR",7
"RAD18",28
"SRGAP3",1
"SRGAP3-AS1",0
"SRGAP3-AS2",0
"SRGAP3-AS3",0
"SRGAP3-AS4",0
"AC026191.1",0
"THUMPD3-AS1",28
"THUMPD3",48
"SETD5",47
"LHFPL4",8
"MTMR14",42
"CPNE9",0
"BRPF1",16
"OGG1",35
"CAMK1",37
"TADA3",55
"ARPC4",55
"ARPC4-TTLL3",0
"TTLL3",8
"AC022382.1",1
"RPUSD3",44
"CIDEC",0
"JAGN1",53
"IL17RE",2
"IL17RC",21
"CRELD1",31
"PRRT3",16
"PRRT3-AS1",6
"AC018809.2",0
"EMC3",55
"AC022007.1",2
"FANCD2",16
"FANCD2OS",0
"BRK1",56
"VHL",30
"IRAK2",11
"TATDN2",23
"AC022384.1",0
"LINC00852",1
"GHRL",2
"GHRLOS",1
"SEC13",55
"ATP2B2",0
"LINC00606",0
"AC018495.1",0
"SLC6A11",0
"SLC6A1",0
"SLC6A1-AS1",0
"HRH1",41
"ATG7",44
"VGLL4",53
"AC022001.2",1
"AC022001.3",0
"TAMM41",22
"SYN2",0
"TIMP4",5
"PPARG",20
"TSEN2",12
"MKRN2OS",0
"MKRN2",32
"RAF1",32
"TMEM40",0
"CAND2",0
"AC034198.2",0
"RPL32",56
"LINC02022",0
"IQSEC1",17
"NUP210",0
"HDAC11-AS1",0
"HDAC11",14
"FBLN2",32
"LINC00620",0
"WNT7A",0
"CHCHD4",22
"TMEM43",47
"AC090004.1",0
"AC093495.1",1
"XPC",44
"LSM3",56
"AC093496.1",0
"LINC01267",0
"SLC6A6",17
"GRIP2",0
"AC090952.2",0
"AC090952.1",0
"CCDC174",37
"C3orf20",0
"AC090957.1",0
"LINC02011",0
"FGD5",3
"FGD5-AS1",48
"NR2C2",22
"MRPS25",50
"RBSN",31
"CAPN7",35
"SH3BP5-AS1",2
"SH3BP5",43
"METTL6",32
"EAF1",24
"EAF1-AS1",0
"COLQ",0
"HACL1",30
"BTD",27
"ANKRD28",43
"GALNT15",1
"DPH3",53
"OXNAD1",20
"RFTN1",47
"AC090948.1",0
"AC090948.2",0
"AC090948.3",0
"AC010139.1",0
"LINC00690",0
"DAZL",0
"AC091493.1",0
"PLCL2",13
"PLCL2-AS1",0
"TBC1D5",38
"AC132807.1",0
"AC132807.2",0
"SATB1",11
"KCNH8",0
"EFHB",0
"RAB5A",50
"PP2D1",0
"KAT2B",9
"SGO1",19
"AC116096.1",0
"AC099753.1",0
"ZNF385D",2
"ZNF385D-AS1",0
"ZNF385D-AS2",0
"UBE2E2-AS1",0
"UBE2E2",44
"UBE2E1-AS1",0
"UBE2E1",50
"NKIRAS1",27
"RPL15",56
"NR1D2",31
"LINC00691",0
"THRB",0
"AC012087.1",0
"AC092422.1",0
"RARB",19
"TOP2B",46
"NGLY1",40
"OXSM",24
"AC099754.1",0
"LRRC3B",0
"AC114877.1",0
"NEK10",18
"SLC4A7",51
"AC098614.4",3
"LINC02084",1
"EOMES",0
"LINC01980",0
"LINC01981",0
"LINC01967",0
"CMC1",49
"AZI2",51
"ZCWPW2",2
"AC098650.1",0
"RBMS3",35
"RBMS3-AS3",9
"RBMS3-AS2",0
"RBMS3-AS1",0
"LINC01985",1
"AC116035.1",0
"TGFBR2",53
"GADL1",0
"STT3B",53
"OSBPL10",28
"OSBPL10-AS1",2
"ZNF860",3
"GPD1L",8
"CMTM8",17
"CMTM7",40
"CMTM6",54
"DYNC1LI1",52
"CNOT10",33
"CNOT10-AS1",0
"TRIM71",0
"CCR4",0
"GLB1",45
"TMPPE",1
"CRTAP",55
"AC112211.1",0
"SUSD5",11
"FBXL2",17
"UBP1",40
"CLASP2",21
"AC112220.3",3
"AC112220.4",5
"AC112220.2",7
"PDCD6IP",55
"LINC01811",0
"AC123023.1",0
"AC018359.1",0
"ARPP21",0
"ARPP21-AS1",0
"STAC",0
"DCLK3",1
"LINC02033",0
"TRANK1",9
"AC011816.2",1
"EPM2AIP1",35
"MLH1",37
"LRRFIP2",51
"AC126118.1",0
"AC097359.3",0
"AC097359.2",5
"GOLGA4",56
"ITGA9",0
"CTDSPL",40
"VILL",2
"PLCD1",11
"DLEC1",0
"ACAA1",51
"MYD88",28
"OXSR1",47
"SLC22A13",0
"SLC22A14",0
"XYLB",11
"ACVR2B-AS1",0
"ACVR2B",10
"EXOG",28
"SCN5A",1
"SCN10A",0
"AC116038.1",0
"SCN11A",0
"WDR48",28
"GORASP1",16
"TTC21A",4
"CSRNP1",19
"AC092053.3",0
"AC092053.2",0
"XIRP1",0
"CX3CR1",0
"CCR8",0
"SLC25A38",35
"RPSA",56
"MOBP",0
"MYRIP",0
"EIF1B",53
"ENTPD3-AS1",17
"ENTPD3",0
"RPL14",56
"ZNF619",8
"ZNF620",3
"ZNF621",21
"AC122683.1",0
"AC099560.1",0
"AC099541.1",0
"AC009743.1",0
"CTNNB1",56
"ULK4",21
"TRAK1",32
"CCK",1
"AC018358.1",0
"LYZL4",0
"VIPR1",6
"VIPR1-AS1",0
"SEC22C",45
"SS18L2",50
"NKTR",46
"AC006059.1",1
"ZBTB47",8
"KLHL40",0
"CCDC13",2
"HHATL",0
"HHATL-AS1",0
"CCDC13-AS1",0
"AC099329.3",0
"LINC02158",0
"HIGD1A",53
"AC099329.1",0
"ACKR2",0
"AC092042.3",0
"KRBOX1",22
"CYP8B1",0
"ZNF662",0
"KRBOX1-AS1",0
"FAM198A",0
"POMGNT2",10
"AC092042.1",0
"SNRK",25
"AC104184.1",1
"SNRK-AS1",1
"ANO10",42
"ABHD5",51
"AC006055.1",0
"AC006058.2",0
"AC006058.3",2
"AC006058.1",5
"TOPAZ1",0
"AC104187.1",0
"TCAIM",32
"LINC01988",0
"ZNF445",15
"ZNF852",3
"ZKSCAN7",2
"AC099669.1",0
"ZNF660",4
"ZNF197",18
"ZNF197-AS1",0
"ZNF35",25
"AC124045.1",3
"ZNF502",10
"ZNF501",3
"KIAA1143",42
"KIF15",12
"TMEM42",31
"TGM4",0
"AC098649.1",0
"ZDHHC3",49
"EXOSC7",48
"CLEC3B",0
"CDCP1",48
"TMEM158",45
"LARS2",18
"LARS2-AS1",0
"LIMD1",18
"SACM1L",35
"SLC6A20",0
"LZTFL1",22
"CCR9",0
"FYCO1",15
"CXCR6",0
"XCR1",0
"CCR3",0
"CCR1",0
"CCR2",0
"AC098613.1",0
"CCR5",0
"CCRL2",1
"LINC02009",0
"LTF",2
"RTP3",0
"LRRC2",6
"LRRC2-AS1",0
"TDGF1",0
"AC104304.1",0
"FAM240A",0
"ALS2CL",4
"TMIE",0
"PRSS45",0
"AC109583.3",0
"PRSS42",0
"MYL3",0
"PTH1R",0
"CCDC12",50
"NBEAL2",7
"SETD2",48
"KIF9-AS1",1
"KIF9",31
"KLHL18",34
"AC099778.1",4
"PTPN23",36
"SCAP",25
"ELP6",45
"CSPG5",0
"SMARCC1",53
"DHX30",43
"MAP4",56
"CDC25A",9
"CAMP",0
"ZNF589",6
"NME6",36
"SPINK8",0
"FBXW12",0
"PLXNB1",9
"CCDC51",26
"TMA7",56
"AC134772.1",0
"ATRIP",15
"TREX1",0
"SHISA5",51
"PFKFB4",3
"UCN2",0
"COL7A1",13
"UQCRC1",54
"TMEM89",0
"SLC26A6",9
"CELSR3",0
"LINC02585",0
"AC141002.1",0
"NCKIPSD",12
"IP6K2",44
"PRKAR2A",54
"PRKAR2A-AS1",0
"SLC25A20",24
"ARIH2OS",3
"ARIH2",51
"AC137630.2",0
"AC137630.1",0
"AC137630.4",0
"P4HTM",31
"WDR6",39
"DALRD3",40
"NDUFAF3",56
"IMPDH2",54
"AC137630.3",2
"QRICH1",36
"QARS",46
"USP19",12
"LAMB2",45
"CCDC71",24
"KLHDC8B",20
"C3orf84",0
"CCDC36",5
"AC121247.1",0
"C3orf62",18
"USP4",32
"RHOA",56
"TCTA",34
"AMT",0
"AC104452.1",0
"NICN1",0
"DAG1",44
"BSN-DT",0
"BSN",0
"BSN-AS1",0
"APEH",47
"MST1",0
"RNF123",22
"AMIGO3",0
"GMPPB",51
"IP6K1",32
"CDHR4",0
"INKA1",10
"UBA7",13
"TRAIP",14
"CAMKV",0
"MST1R",0
"AC105935.2",0
"AC105935.1",0
"MON1A",28
"RBM6",41
"RBM5",46
"RBM5-AS1",0
"SEMA3F-AS1",0
"SEMA3F",15
"GNAT1",0
"SLC38A3",0
"GNAI2",56
"U73166.1",3
"SEMA3B-AS1",0
"SEMA3B",1
"LSMEM2",0
"IFRD2",53
"HYAL3",9
"NAA80",13
"HYAL1",1
"HYAL2",48
"TUSC2",52
"RASSF1",37
"RASSF1-AS1",1
"ZMYND10-AS1",0
"ZMYND10",1
"NPRL2",22
"Z84492.1",47
"TMEM115",0
"CACNA2D2",47
"C3orf18",7
"HEMK1",22
"AC096920.1",0
"CISH",3
"MAPKAPK3",43
"LINC02019",0
"DOCK3",0
"MANF",56
"RBM15B",45
"DCAF1",17
"RAD54L2",30
"TEX264",51
"GRM2",0
"IQCF6",0
"IQCF3",0
"IQCF2",0
"IQCF5-AS1",0
"IQCF5",0
"IQCF1",0
"RRP9",39
"PARP3",9
"GPR62",0
"PCBP4",46
"ABHD14B",35
"ABHD14A",28
"ABHD14A-ACY1",3
"ACY1",1
"RPL29",56
"DUSP7",9
"POC1A",24
"ALAS1",44
"TLR9",0
"AC097637.1",0
"TWF2",54
"AC006252.1",0
"PPM1M",17
"WDR82",51
"GLYCTK",14
"DNAH1",2
"BAP1",30
"PHF7",6
"SEMA3G",0
"TNNC1",1
"NISCH",32
"STAB1",0
"NT5DC2",55
"SMIM4",43
"PBRM1",52
"GNL3",52
"GLT8D1",52
"SPCS1",56
"NEK4",18
"ITIH1",0
"ITIH3",0
"ITIH4",0
"AC006254.1",0
"ITIH4-AS1",0
"MUSTN1",0
"TMEM110-MUSTN1",0
"STIMATE",15
"SFMBT1",9
"AC096887.1",0
"RFT1",40
"PRKCD",12
"TKT",56
"DCP1A",43
"CACNA1D",0
"AC012467.1",0
"CHDH",0
"IL17RB",0
"AC012467.2",3
"ACTR8",26
"SELENOK",55
"CACNA2D3",4
"CACNA2D3-AS1",0
"LRTM1",0
"AC092059.1",0
"LINC02017",0
"LINC02030",0
"AC121764.2",0
"AC121764.3",0
"WNT5A",32
"WNT5A-AS1",5
"AC121764.1",0
"ERC2",0
"AC025572.1",0
"CCDC66",34
"FAM208A",38
"ARHGEF3",31
"ARHGEF3-AS1",0
"SPATA12",0
"AC097358.2",1
"IL17RD",4
"HESX1",0
"APPL1",50
"ASB14",0
"DNAH12",0
"PDE12",37
"ARF4",56
"ARF4-AS1",1
"DENND6A",23
"DENND6A-AS1",0
"DENND6A-DT",0
"SLMAP",39
"FLNB",54
"FLNB-AS1",0
"AC137936.1",1
"DNASE1L3",0
"ABHD6",6
"RPP14",23
"HTD2",1
"AC098479.1",0
"PXK",36
"PDHB",51
"AC135507.1",0
"AC116036.2",3
"KCTD6",16
"ACOX2",12
"FAM107A",0
"AC119424.1",0
"FAM3D-AS1",0
"FAM3D",0
"C3orf67",12
"C3orf67-AS1",0
"AC114400.1",0
"AC138057.1",0
"AC126121.2",0
"FHIT",1
"PTPRG",21
"C3orf14",51
"FEZF2",0
"CADPS",0
"LINC00698",0
"SYNPR",0
"SYNPR-AS1",0
"SNTN",0
"C3orf49",0
"THOC7",54
"THOC7-AS1",0
"SCAANT1",0
"PSMD6-AS2",3
"AC012557.1",0
"PSMD6",53
"PSMD6-AS1",1
"AC012557.2",3
"AC092040.1",9
"LINC00994",0
"PRICKLE2",29
"PRICKLE2-AS1",0
"PRICKLE2-AS2",0
"PRICKLE2-AS3",0
"AC096888.1",0
"ADAMTS9",7
"ADAMTS9-AS1",0
"ADAMTS9-AS2",0
"LINC02040",0
"MAGI1",17
"MAGI1-AS1",0
"SLC25A26",37
"LRIG1",38
"KBTBD8",10
"AC114401.1",0
"SUCLG2",51
"SUCLG2-AS1",9
"FAM19A1",0
"FAM19A4",0
"EOGT",23
"AC109587.1",0
"TMF1",53
"UBA3",44
"ARL6IP5",56
"LMOD3",1
"FRMD4B",0
"AC099328.2",0
"AC104445.1",0
"MITF",6
"SAMMSON",0
"MDFIC2",0
"FOXP1",54
"FOXP1-AS1",0
"AC097634.2",0
"AC097634.3",0
"AC097634.1",1
"EIF4E3",7
"GPR27",0
"PROK2",0
"LINC00877",0
"AC105265.3",0
"AC105265.4",0
"LINC00870",0
"AC112219.2",0
"AC112219.1",0
"AC134508.1",0
"RYBP",46
"AC104435.2",0
"SHQ1",21
"GXYLT2",44
"PPP4R2",53
"EBLN2",11
"PDZRN3",10
"PDZRN3-AS1",0
"LINC02005",0
"LINC02047",0
"CNTN3",6
"LINC02018",2
"FRG2C",0
"LINC00960",0
"ZNF717",15
"ROBO2",0
"LINC02077",0
"AC117462.1",0
"AC108752.1",0
"ROBO1",49
"AC068756.1",0
"LINC02050",0
"LINC02027",0
"AC099542.2",0
"AC099542.1",0
"GBE1",56
"AC017015.2",0
"AC129807.1",0
"LINC02008",0
"LINC00971",0
"LINC02025",0
"CADM2",2
"CADM2-AS2",0
"CADM2-AS1",0
"AC108733.1",0
"LINC02070",0
"VGLL3",18
"AC107204.1",1
"CHMP2B",53
"POU1F1",0
"AC117513.1",0
"HTR1F",0
"CGGBP1",53
"ZNF654",28
"C3orf38",27
"CSNKA2IP",0
"EPHA3",0
"PROS1",9
"ARL13B",28
"STX19",0
"DHFR2",10
"NSUN3",19
"LINC00879",0
"MTRNR2L12",53
"EPHA6",0
"AC110491.1",0
"ARL6",11
"AC110491.3",0
"CRYBG3",32
"AC110491.2",0
"RIOX2",39
"GABRR3",0
"OR5AC2",0
"AC117460.1",0
"OR5H1",0
"OR5H14",0
"OR5H15",0
"AC117473.1",0
"OR5H6",0
"OR5H2",0
"OR5K4",0
"OR5K3",0
"OR5K1",0
"OR5K2",0
"CLDND1",40
"CPOX",35
"AC021660.2",0
"GPR15",0
"ST3GAL6-AS1",13
"ST3GAL6",23
"DCBLD2",56
"AC091212.1",0
"LINC00973",14
"AC078828.1",0
"AC107029.1",0
"AC107029.2",0
"COL8A1",50
"AC069222.1",0
"CMSS1",51
"FILIP1L",41
"TBC1D23",44
"NIT2",53
"TOMM70",49
"LNP1",6
"TMEM45A",40
"ADGRG7",0
"TFG",56
"ABI3BP",35
"IMPG2",0
"SENP7",13
"TRMT10C",48
"PCNP",55
"ZBTB11",32
"ZBTB11-AS1",11
"RPL24",56
"CEP97",19
"NXPE3",35
"AC020651.1",1
"NFKBIZ",49
"LINC02085",0
"AC106712.1",2
"ZPLD1",0
"AC108748.1",0
"ALCAM",56
"CBLB",26
"LINC00882",19
"DUBR",14
"AC063944.1",0
"AC063944.3",0
"CCDC54",0
"LINC01990",0
"BBX",53
"LINC00635",0
"LINC00636",0
"CD47",51
"LINC01215",0
"IFT57",54
"HHLA2",0
"MYH15",1
"CIP2A",25
"DZIP3",22
"RETNLB",0
"TRAT1",0
"GUCA1C",0
"MORC1",0
"MORC1-AS1",0
"C3orf85",0
"AC063923.2",0
"LINC00488",0
"DPPA2",0
"DPPA4",0
"LINC01205",0
"AC078980.1",0
"AC117430.1",0
"AC117402.1",0
"NECTIN3-AS1",2
"NECTIN3",43
"CD96",0
"AC092916.1",0
"ZBED2",0
"PLCXD2",1
"PLCXD2-AS1",0
"PHLDB2",47
"ABHD10",26
"TAGLN3",19
"TMPRSS7",0
"C3orf52",24
"GCSAM",0
"AC128688.2",2
"SLC9C1",0
"AC112487.1",0
"CD200",50
"AC092894.1",1
"BTLA",0
"ATG3",52
"SLC35A5",23
"CCDC80",55
"LINC02042",0
"CD200R1L",0
"CD200R1",0
"AC074044.1",0
"GTPBP8",45
"NEPRO",44
"AC078785.1",0
"AC078785.2",0
"LINC02044",0
"BOC",13
"CFAP44",1
"CFAP44-AS1",0
"SPICE1",20
"SIDT1",1
"SIDT1-AS1",0
"USF3",22
"NAA50",56
"AC108693.2",0
"ATP6V1A",51
"GRAMD1C",5
"AC128687.2",0
"ZDHHC23",2
"CCDC191",11
"QTRT2",23
"DRD3",0
"AC093010.2",0
"ZNF80",0
"TIGIT",0
"ZBTB20",50
"ZBTB20-AS1",0
"ZBTB20-AS5",0
"ZBTB20-AS2",0
"ZBTB20-AS3",0
"ZBTB20-AS4",0
"AC046136.1",0
"GAP43",11
"LSAMP",3
"LSAMP-AS1",0
"LINC00903",0
"TUSC7",0
"LINC00901",0
"AC092691.1",0
"LINC02024",0
"AC092691.3",0
"AC068633.1",0
"IGSF11",0
"IGSF11-AS1",0
"C3orf30",0
"AC083800.1",0
"UPK1B",0
"B4GALT4",41
"B4GALT4-AS1",0
"ARHGAP31",30
"ARHGAP31-AS1",0
"TMEM39A",24
"POGLUT1",39
"AC073352.1",0
"TIMMDC1",56
"CD80",0
"AC073352.2",0
"ADPRH",6
"PLA1A",0
"POPDC2",5
"COX17",55
"MAATS1",0
"AC069444.1",0
"NR1I2",0
"GSK3B",44
"AC092910.3",1
"GPR156",3
"LRRC58",48
"AC063952.4",0
"FSTL1",56
"NDUFB4",56
"HGD",6
"RABL3",28
"GTF2E1",19
"LINC02049",0
"STXBP5L",0
"POLQ",11
"ARGFX",0
"FBXO40",0
"HCLS1",5
"GOLGB1",55
"IQCB1",20
"EAF2",11
"SLC15A2",1
"ILDR1",0
"CD86",0
"CASR",0
"CSTA",9
"CCDC58",34
"FAM162A",52
"WDR5B",5
"AC083798.2",2
"KPNA1",44
"PARP9",21
"DTX3L",26
"PARP15",1
"PARP14",44
"HSPBAP1",12
"DIRC2",27
"LINC02035",6
"SEMA5B",0
"PDIA5",41
"SEC22A",29
"AC112503.2",0
"ADCY5",0
"AC112503.1",0
"HACD2",32
"MYLK-AS1",2
"MYLK",27
"MYLK-AS2",0
"AC020634.1",0
"CCDC14",35
"ROPN1",0
"KALRN",1
"UMPS",38
"ITGB5",52
"ITGB5-AS1",0
"MUC13",0
"HEG1",50
"SLC12A8",11
"ZNF148",48
"SNX4",47
"OSBPL11",24
"AC092902.3",0
"AC092903.2",3
"ALG1L",0
"ROPN1B",0
"SLC41A3",30
"AC117422.1",0
"AC079848.1",0
"ALDH1L1",0
"ALDH1L1-AS1",0
"ALDH1L1-AS2",0
"AC016924.1",0
"AC063919.1",0
"KLF15",0
"CCDC37-DT",0
"CFAP100",0
"ZXDC",13
"UROC1",0
"CHST13",0
"C3orf22",0
"TXNRD3",4
"CHCHD6",37
"PLXNA1",31
"C3orf56",0
"LINC02016",0
"LINC01471",0
"AC016968.1",0
"LINC02034",0
"AC084035.1",0
"TPRA1",29
"MCM2",12
"PODXL2",7
"ABTB1",16
"MGLL",38
"KBTBD12",0
"SEC61A1",56
"RUVBL1",56
"RUVBL1-AS1",0
"EEFSEC",21
"DNAJB8",0
"DNAJB8-AS1",0
"GATA2",19
"GATA2-AS1",11
"LINC01565",1
"RPN1",53
"RAB7A",56
"AC112484.3",0
"AC112484.1",0
"ACAD9",34
"KIAA1257",0
"EFCC1",0
"GP9",0
"RAB43",0
"ISY1-RAB43",0
"AC108673.2",2
"ISY1",43
"AC108673.3",1
"CNBP",55
"COPG1",49
"HMCES",29
"H1FX",48
"H1FX-AS1",5
"EFCAB12",0
"MBD4",51
"IFT122",15
"RHO",0
"H1FOO",0
"PLXND1",38
"TMCC1",25
"TMCC1-AS1",14
"AC083906.3",0
"TRH",0
"ALG1L2",4
"LINC02014",0
"LINC02021",0
"COL6A5",0
"COL6A6",0
"PIK3R4",25
"ATP2C1",54
"AC055733.2",0
"ASTE1",11
"NEK11",9
"AC116424.1",0
"NUDT16",47
"MRPL3",56
"AC107027.1",1
"CPNE4",0
"ACPP",0
"DNAJC13",39
"ACAD11",3
"NPHP3-ACAD11",0
"ACKR4",0
"UBA5",48
"NPHP3",24
"NPHP3-AS1",0
"AC079942.1",0
"TMEM108",1
"TMEM108-AS1",0
"BFSP2",0
"BFSP2-AS1",0
"AC022296.3",0
"CDV3",56
"TOPBP1",32
"TF",0
"SRPRB",53
"RAB6B",1
"C3orf36",0
"SLCO2A1",0
"LINC02000",0
"RYK",44
"LINC02004",0
